train_size,hidden_size,weight_decay,seed,slug,maxRatio,minTrainLoss,minEvalLoss
750,16,0.1,3,25476539028968037,20962057.501128018,1.1920930376163597e-7,1.1923314957584807e-7
1500,258,0.01,8,25568050063777126,13771860.35826631,1.1920930376163597e-7,0.5633711814880371
1500,64,0.01,1,2568075119925006,17018267.971264366,1.1920930376163597e-7,0.6984950304031372
1250,258,0.1,2,2591949856379463,22476671.32057198,1.1920930376163597e-7,1.1920930376163597e-7
1000,258,0.03,7,2611056123475328,37975135.47301108,1.1920930376163597e-7,0.005878888536244631
1000,128,0.01,0,2613964384207321,31718732.218832467,1.1920930376163597e-7,0.7008317112922668
750,16,1,2,26245943048123077,3.697334534142723,0.2788395285606384,0.7100052833557129
1250,16,1,5,2644636058717388,1.792681515964707,0.41379988193511963,0.6996660232543945
1000,32,0.1,6,26464908807145293,29547700.47763962,1.1920930376163597e-7,1.1920930376163597e-7
750,32,0.1,4,26526665243733694,28249822.632358715,1.1920930376163597e-7,1.4667513426047663e-7
1500,258,0.1,2,2658532188736408,6688662.202649331,1.1920930376163597e-7,1.1920930376163597e-7
750,258,0.1,6,26667112209378596,48373754.23339912,1.1920930376163597e-7,1.2671949889409007e-7
750,128,0.3,4,2669983489554767,33280408.032666203,1.1920930376163597e-7,2.498984770227253e-7
1000,32,0.01,2,26726096930499,44515342.693357624,1.1920930376163597e-7,0.7028849720954895
1500,32,0.3,2,2680220064888116,10095.18296528162,1.1920930376163597e-7,1.6665460123022058e-7
1250,258,0.01,4,26804269410111414,22222059.350924093,1.1920930376163597e-7,0.7107352614402771
1250,128,0.1,4,2681416433385848,11639875.612418698,1.1920930376163597e-7,1.1920930376163597e-7
750,64,0.03,7,2683641526825534,53516305.62035923,1.1920930376163597e-7,0.7062985897064209
750,128,0.01,5,2696362144225801,54731505.47549611,1.1920930376163597e-7,0.7012969255447388
750,16,0.3,5,26964865568257557,80.72769468243698,0.03947087377309799,0.7113099098205566
750,64,0.01,6,27010063389146566,51871913.81638601,1.1920930376163597e-7,0.7067490220069885
1750,16,1,6,2707764182738712,1.3638650163677906,0.18139250576496124,0.18935097754001617
1500,16,0.3,7,27282108967651475,1.3260908121869868,1.1920930376163597e-7,1.1996033322247968e-7
750,128,0.03,0,2739186118048087,46969502.40079899,1.1920930376163597e-7,0.3479301631450653
1500,64,0.01,4,2740604016648328,15072837.203177786,1.1920930376163597e-7,0.6406639218330383
1750,64,0.01,4,2794434782619061,6311814,1.1920928955078125e-7,0.1291700005531311
1250,64,1,6,2825391376320803,17.409463224608263,0.014670928940176964,0.19728708267211914
1000,258,1,4,28327748971584843,21876045.39217217,1.1920930376163597e-7,0.013148937374353409
1750,16,0.03,6,2833833535534376,8655.1337890625,1.1920928955078125e-7,1.1934044152894785e-7
1750,128,0.1,8,2836410530150697,973214.875,1.1920928955078125e-7,1.1920930376163597e-7
1500,16,0.03,8,28677113000047827,43985.245711969605,1.1920930376163597e-7,1.1930467280762969e-7
750,258,0.1,3,2870435659376783,49485526.10086559,1.1920930376163597e-7,1.5554429921849078e-7
1250,16,0.03,8,28715175849717023,1547.8563338893462,1.1920930376163597e-7,1.2053253328758728e-7
1500,258,0.03,0,2877356598749251,3899316.535165246,1.1920930376163597e-7,0.000005021091510570841
1250,32,0.01,8,2880475908104565,28867148.55876773,1.1920930376163597e-7,0.7024597525596619
1000,128,0.3,4,2925461393373292,25875112.915446173,1.1920930376163597e-7,1.321912037610673e-7
1750,128,1,6,29288358781416857,229944.56873687,1.1941365585244057e-7,0.0000012507159681263147
750,32,0.3,2,2929645728865363,40113699.21807442,1.1920930376163597e-7,0.7034369707107544
1250,64,0.01,8,294646683295968,23126633.24309048,1.1920930376163597e-7,0.7055405378341675
1000,32,0.01,5,29686804779119436,40057167.22481355,1.1920930376163597e-7,0.701177179813385
1000,128,0.03,0,2996828825761584,34687859.86488487,1.1920930376163597e-7,0.008594474755227566
1750,64,1,6,3004718927555903,8.225887715006628,0.003479788778349757,0.006969512905925512
1500,258,0.01,0,3005155010613165,3959029.2780469325,1.1920930376163597e-7,0.12703271210193634
1250,64,0.1,4,30062210320064386,19061101.727739606,1.1920930376163597e-7,1.192808412042723e-7
1000,128,0.03,4,3011092858989447,34569107.87904121,1.1920930376163597e-7,0.0020127510651946068
1750,258,0.1,7,3016340848697737,2399608,1.1920928955078125e-7,1.1920930376163597e-7
1500,16,1,5,3019137321435259,1.4733667583638204,0.26029977202415466,0.26890215277671814
1500,64,0.1,1,30211840898245756,11169986.668433825,1.1920930376163597e-7,1.1920930376163597e-7
1000,258,1,3,3022943853881387,18511706.404120483,1.1920930376163597e-7,0.009818118065595627
1250,258,0.03,5,304060517865714,21348273.455087487,1.1920930376163597e-7,0.00004896953032584861
1500,64,0.03,8,30533102110043564,10423558.757414967,1.1920930376163597e-7,9.000261798064457e-7
1250,128,0.03,5,305429452809304,29403240.49486059,1.1920930376163597e-7,0.00072770583210513
1500,258,0.03,4,30688144148395746,8230242.518878637,1.1920930376163597e-7,0.000002004835323532461
1250,16,0.01,4,30691244568598886,433567.01531636884,1.1920930376163597e-7,0.0011760372435674071
1750,128,1,1,3077915144625417,503607.48983290885,1.194477192711929e-7,0.000006324483365460765
1250,16,0.1,2,3099276157836999,9755.576980825477,1.1920930376163597e-7,1.1920930376163597e-7
1750,258,0.3,4,3108174609253834,1936503.125,1.1920928955078125e-7,1.229763171295417e-7
1500,64,1,1,3131208053982658,9.200291916473882,0.005683442577719688,0.017821384593844414
1500,16,0.1,0,313951950505026,3969.870132223352,1.1920930376163597e-7,1.194000418536234e-7
750,16,0.3,2,31419103584971386,987.0629642402346,0.0014658578438684344,0.7048831582069397
1500,64,0.1,6,31503383630325177,8415246.996824384,1.1920930376163597e-7,1.1920930376163597e-7
750,32,1,6,3150607121477875,9.393167165063469,0.08934494853019714,0.7097305655479431
1250,16,0.03,5,31519937007621424,1882.039570565275,1.1920930376163597e-7,1.1920930376163597e-7
1500,258,0.3,4,31661030476064345,3503631.082334628,1.1920930376163597e-7,1.254320380894569e-7
1750,64,0.1,6,31722560545041734,1609171.6255792347,1.1920928955078125e-7,1.1920930376163597e-7
1750,128,0.3,5,31758800645565444,972932.875,1.1920928955078125e-7,1.2767317514317256e-7
1750,32,0.3,6,3178232498674405,31.66665818813407,1.1920928955078125e-7,1.344800608649166e-7
1000,32,0.03,6,3180331148727701,35889435.72164586,1.1920930376163597e-7,0.0005591468652710319
1000,16,0.1,3,3189681001091462,1485492.1902416213,1.1920930376163597e-7,1.1920930376163597e-7
1250,32,0.3,5,3196235415741919,110982.27296348654,1.1920930376163597e-7,2.0853285320754367e-7
750,32,1,0,3216103403922521,7.886826977042968,0.10280346870422363,0.7071489691734314
1500,32,0.01,6,3227582991207677,1317254.4413327489,1.1920930376163597e-7,0.005938987247645855
1250,258,1,8,32319859161156217,2660296.361308521,1.1920930376163597e-7,0.0000021808773453813046
1750,32,0.1,8,3241574151698273,45336.46484375,1.1920928955078125e-7,1.1920930376163597e-7
1750,64,0.1,1,3265320398745093,5468160.007317945,1.1920928955078125e-7,1.1920930376163597e-7
1250,258,0.1,8,32711044715881765,11886570.583010366,1.1920930376163597e-7,1.1920930376163597e-7
1250,258,1,6,32711437367502993,7562733.055697924,1.1920930376163597e-7,0.00003739924432011321
1750,258,1,6,3282034624218314,351201.84698590403,1.1920928955078125e-7,6.469864501923439e-7
750,16,0.1,0,32827447665141996,6522879.891059469,0.0000010536529089222313,0.6957859992980957
1750,64,0.3,6,3312477542533059,663394.1674015811,1.1920928955078125e-7,1.2733937637676718e-7
750,128,1,0,33374569658794817,28128867.206281323,1.194477192711929e-7,0.5435137748718262
1000,32,0.1,0,33393149394861654,30714778.338513095,1.1920930376163597e-7,1.1920930376163597e-7
1750,16,0.1,3,33550355057393855,170.36070251464844,1.1920928955078125e-7,1.1920930376163597e-7
1750,16,1,0,33582479971302714,1.362325247129849,0.18622830510139465,0.19251826405525208
1500,32,0.01,8,3360763965933693,3471869.8361208634,1.1920930376163597e-7,0.032661546021699905
1500,64,1,4,3362771498597291,13.333974673334978,0.007822089828550816,0.04798810929059982
1500,128,0.03,0,33829819912559633,8669592.966503982,1.1920930376163597e-7,0.000004046437879878795
1500,64,0.3,7,33870978981954103,17030.81577238934,1.1920930376163597e-7,2.0415787105321215e-7
1000,258,0.03,4,34092059565596944,35204967.8032408,1.1920930376163597e-7,0.006533327512443066
1500,16,0.03,0,34107092449602383,4740.40666146199,1.1920930376163597e-7,1.1920930376163597e-7
1750,32,1,7,341556195682876,1.9412843652390666,0.08509556204080582,0.13037706911563873
1250,64,0.3,2,3423451628946027,18442719.801456474,1.1920930376163597e-7,1.4069082965306734e-7
750,16,0.01,1,3424908277114911,39907167.242694944,1.1920930376163597e-7,0.7059744000434875
1000,16,0.01,7,3434081697415867,1443112.9745160094,1.1920930376163597e-7,0.012435871176421642
1750,258,0.03,1,3459990391230149,3311510,1.1920928955078125e-7,4.461057301341498e-7
750,64,0.01,4,3461077235472695,52519021.73924473,1.1920930376163597e-7,0.7071722745895386
1500,128,1,7,34688577940823295,3012884.0176433935,1.1924903731141967e-7,0.0000012866455563198542
1500,258,0.3,3,34704093643202927,3688616.3102826704,1.1920930376163597e-7,1.199245645011615e-7
750,258,0.1,5,3488094472130634,48598570.206598975,1.1920930376163597e-7,1.4220478306015139e-7
1000,32,0.3,6,35120587835242034,20709509.058443878,1.1920930376163597e-7,0.7138418555259705
1000,32,1,2,3515438668927361,4.717966003857405,0.10493240505456924,0.3495217561721802
1250,32,0.1,6,3533066788503132,493903.14186822146,1.1920930376163597e-7,1.1920930376163597e-7
1250,128,0.3,7,35343664054843404,20033765.611789033,1.1920930376163597e-7,1.314878659286478e-7
750,64,0.3,6,3537186974329587,45208818.61068885,1.1920930376163597e-7,0.03015059418976307
1250,258,0.01,8,3547582856099498,14129964.315576993,1.1920930376163597e-7,0.6988927721977234
750,128,0.1,2,35620895822272713,47182546.37540217,1.1920930376163597e-7,1.334667416585944e-7
1000,16,0.1,0,3573039030231655,1818359.453361507,1.1920930376163597e-7,1.1934044152894785e-7
1500,16,1,1,35748358629978316,1.5729883767285313,0.28599974513053894,0.42743679881095886
750,16,0.3,8,3575889515454699,96.75754305682123,0.0003551143454387784,0.029526837170124054
1000,258,0.3,8,35826258353780105,30510716.362839177,1.1920930376163597e-7,1.2979509733668237e-7
1750,32,0.01,1,35847553338258764,60290.37109375,1.1920928955078125e-7,0.000005891037744731875
1250,258,0.3,5,36096474014529556,16408215.043988341,1.1920930376163597e-7,1.1963845736318035e-7
1500,258,0.01,6,36145758915681303,16101362.080568066,1.1920930376163597e-7,0.704217791557312
750,128,0.03,3,3619865562552331,52766273.70977,1.1920930376163597e-7,0.6280333995819092
1750,32,0.03,8,362423767652055,136685.53125,1.1920928955078125e-7,1.2176039376754488e-7
1000,64,0.01,2,3631780745357256,41602791.040560834,1.1920930376163597e-7,0.7014411687850952
750,64,0.01,7,3633039485745082,45535674.571724586,1.1920930376163597e-7,0.6954299211502075
750,128,1,8,36397339636411685,31314514.866896994,1.2071929234025447e-7,0.7028984427452087
1750,128,0.01,5,36434366712001365,5607507.184726502,1.1920928955078125e-7,0.17992664873600006
1250,16,1,7,36960289943000013,1.851608368105413,0.3144003450870514,0.571484386920929
750,258,0.3,7,3699218672591481,41261055.08129894,1.1920930376163597e-7,1.7882588565498736e-7
750,64,0.1,3,3700798963740203,52708293.716681756,1.1920930376163597e-7,1.433015057727971e-7
1250,32,0.3,8,37039035896881045,6361461.766444427,1.1920930376163597e-7,2.54821827638807e-7
1750,64,1,7,37044986154201287,1.323371450259546,0.10506223887205124,0.11035578697919846
1000,64,0.01,8,371040394529606,43316942.83621802,1.1920930376163597e-7,0.7126376628875732
1000,128,0.1,4,3721581319883084,24023107.136222467,1.1920930376163597e-7,1.1920930376163597e-7
750,16,0.01,6,37290918525165717,47609090.32455417,1.1920930376163597e-7,0.7056885361671448
750,32,0.01,3,37307685762379406,57552677.13918625,1.1920930376163597e-7,0.7052063345909119
1000,128,0.1,5,374410487429516,31501040.24478337,1.1920930376163597e-7,1.1931659571473574e-7
1500,16,1,0,37458284449975554,1.5573933345701354,0.19620738923549652,0.20312921702861786
1000,16,0.3,2,37524470718470493,43.40442747413755,1.1926891829716624e-7,1.923570778217254e-7
1500,32,1,7,37686004627742364,2.948331755363505,0.08238844573497772,0.18413692712783813
1500,32,0.03,7,37693121468755775,784158.7659215253,1.1920930376163597e-7,1.4604331965983874e-7
750,16,0.01,8,37888465584319875,1421236.3774526927,1.1920930376163597e-7,0.004440820775926113
750,258,0.01,3,379597465489914,53455369.627623364,1.1920930376163597e-7,0.7052473425865173
750,32,0.01,7,38005020113964805,51680857.83916166,1.1920930376163597e-7,0.7019302248954773
750,258,0.03,6,3802094786022323,59763316.875657454,1.1920930376163597e-7,0.7023370862007141
1500,128,0.3,6,3813199063085434,12818749.471885983,1.1920930376163597e-7,1.20878240750244e-7
1250,258,1,0,38230919383675976,4617448.978287067,1.1925698117920547e-7,0.0000260770848399261
750,16,1,1,3836914309860807,3.19658660051086,0.28044629096984863,0.7032076716423035
1250,64,0.03,6,3839670470849721,36368659.66451792,1.1920930376163597e-7,0.0006284211995080113
750,32,0.03,1,3863859227644547,53339645.64141874,1.1920930376163597e-7,0.45025554299354553
1250,16,0.3,0,38769301398734113,61.147719258432915,1.3532640252833517e-7,2.552160367486067e-7
1000,16,0.1,8,38857319710204985,543232.1777312603,1.1920930376163597e-7,1.1920930376163597e-7
1000,16,1,7,38949735592479795,1.7064653043989815,0.2986926734447479,0.4277936518192291
1500,32,1,2,39002440844551656,2.039099779293358,0.061936382204294205,0.07776395976543427
1750,128,0.03,7,39085257447457167,17605364,1.1920928955078125e-7,0.000004572229499899549
1000,258,0.03,1,39114346192032756,41188071.08999931,1.1920930376163597e-7,0.03298782557249069
1250,64,0.1,6,3926215830925267,32599154.113877997,1.1920930376163597e-7,1.1920930376163597e-7
1250,128,0.3,0,3937914401002869,11143128.671635548,1.1920930376163597e-7,1.29365943735138e-7
750,258,1,3,39597094000840416,33553968.3091601,1.1920930376163597e-7,0.27311015129089355
1750,64,0.1,2,3963806573707218,5057583.5,1.1920928955078125e-7,1.1920930376163597e-7
1000,128,0.3,7,3972821032472754,39656091.272625536,1.1920930376163597e-7,1.3393164977060223e-7
750,128,0.01,1,3985969517900877,57020029.20268283,1.1920930376163597e-7,0.7078335881233215
1750,64,1,4,39868510147889324,5.329127190258514,0.002477004425600171,0.003393857041373849
1000,64,0.3,8,39911897213256875,27305610.74491754,1.1920930376163597e-7,1.9476416923680517e-7
750,258,0.03,7,3992612458828535,44247122.72533193,1.1920930376163597e-7,0.10248086601495743
1250,32,0.3,6,40041571374923046,236537.25845277894,1.1920930376163597e-7,2.139330348427393e-7
1500,128,1,4,40222327881884223,938269.1291547619,1.1952720058161503e-7,0.000007343317520280834
750,128,0.1,8,40226852025272086,45916946.52627343,1.1920930376163597e-7,1.3664963205428649e-7
1500,128,0.3,8,4027607853340126,5876534.299462521,1.1920930376163597e-7,1.2532474613635713e-7
1500,128,0.03,6,4027834099689538,13268646.418254087,1.1920930376163597e-7,0.0000030388241611944977
1500,258,0.1,5,4042627837162541,13010191.44906432,1.1920930376163597e-7,1.1920930376163597e-7
750,16,0.01,2,40427590346548126,45719506.549810104,1.1920930376163597e-7,0.7063536643981934
1000,16,0.3,5,4044810484500223,18.51431560578373,0.003666341071948409,0.05645887181162834
1250,128,0.3,4,40570790691467606,7064429.157854419,1.1920930376163597e-7,1.2800695969872322e-7
1250,128,0.3,1,40654095846650573,13193482.427214334,1.1920930376163597e-7,1.2719632991320395e-7
1000,258,1,1,40804409694082056,17123688.820102826,1.1926891829716624e-7,0.008817960508167744
750,258,1,2,40833497783339645,25111785.00644195,1.1920930376163597e-7,0.30541786551475525
1500,128,0.3,7,4099390662804234,7287602.131250127,1.1920930376163597e-7,1.2114050207401306e-7
1750,258,0.01,5,4110570425320865,7067390.5,1.1920928955078125e-7,0.2464609295129776
1250,16,0.1,3,41189939282453314,56.72571325033959,1.1920930376163597e-7,1.1920930376163597e-7
1500,258,1,5,41428821712700103,1413699.6132482528,1.1920930376163597e-7,0.0000013438437918011914
1750,258,0.1,1,4147747990929941,11274245,1.1920928955078125e-7,1.1920930376163597e-7
750,258,1,1,41480473143915697,31718781.896864276,1.1920930376163597e-7,0.33162105083465576
1500,128,0.01,1,4163776342113291,20400793.568035893,1.1920930376163597e-7,0.7051703929901123
750,16,1,4,4166620206555224,2.323605365121341,0.3439866602420807,0.7021949291229248
1250,128,0.03,7,418651508491124,33430316.01479578,1.1920930376163597e-7,0.00028892888803966343
750,64,0.1,1,41889309325388724,51268745.88828923,1.1920930376163597e-7,2.0097498065752006e-7
1500,16,0.01,7,4200036170494038,97634.00398611974,1.1920930376163597e-7,0.0000051554075071180705
1000,128,0.01,8,4205512637500862,33792067.97167158,1.1920930376163597e-7,0.7014946341514587
1000,16,0.03,3,42063589444557525,259204.221749117,1.1920930376163597e-7,1.4458898078828497e-7
1750,64,0.3,5,4209996697193047,47337.84765625,1.1920928955078125e-7,1.2266637838820316e-7
1000,128,0.1,0,42144053064868925,32870388.081544388,1.1920930376163597e-7,1.1920930376163597e-7
750,258,0.03,5,4222890424721516,56158981.305327736,1.1920930376163597e-7,0.6984723210334778
1750,258,0.01,3,4240249943547072,5541159,1.1920928955078125e-7,0.19062072038650513
1500,16,1,2,42513164544915805,1.5321946568665532,0.2290777564048767,0.2636542320251465
1750,32,0.1,2,4252100696104104,6914.69819785008,1.1920928955078125e-7,1.1920930376163597e-7
1500,128,0.01,3,4253078251976936,10027599.804616952,1.1920930376163597e-7,0.4164727032184601
1250,128,0.1,5,42677094825914186,23134939.24210033,1.1920930376163597e-7,1.1920930376163597e-7
1000,32,0.1,2,42718562174906316,24257207.108315576,1.1920930376163597e-7,1.1924507248295413e-7
750,128,0.3,3,42745453288829494,44885914.64918201,1.1920930376163597e-7,5.487808607540501e-7
1000,258,0.3,5,428727036140803,32539720.12096308,1.1920930376163597e-7,1.3120175879066664e-7
1000,64,0.1,2,428991273169973,36454763.65425353,1.1920930376163597e-7,1.1929274990052363e-7
1250,128,0.01,0,4296528840801621,16807809.99635291,1.1920930376163597e-7,0.6989604234695435
1500,258,0.1,8,43025516076045833,7673945.085194458,1.1920930376163597e-7,1.1920930376163597e-7
1000,258,0.01,6,43035302649807416,35639339.75145963,1.1920930376163597e-7,0.7056165933609009
1750,258,0.01,4,43284202785395387,6201580,1.1920928955078125e-7,0.17449457943439484
1250,64,0.01,4,4332243674279521,29919266.433345504,1.1920930376163597e-7,0.7075981497764587
1000,64,1,2,4350605312008665,39.12422984037597,0.007608640007674694,0.2649179995059967
1750,32,0.01,7,43589368086957825,115386.4296875,1.1920928955078125e-7,0.000028507965907920152
1250,128,1,7,43659208665990734,6553713.35450975,1.1963845736318035e-7,0.00022616061323788017
1750,128,0.03,8,4368656074013282,4667053.5,1.1920928955078125e-7,6.564644650097762e-7
1000,16,0.1,6,43773547961467507,30658.062660479693,1.1920930376163597e-7,1.1920930376163597e-7
1250,32,0.01,6,4379287922221172,8198373.022677776,1.1920930376163597e-7,0.18948626518249512
750,32,0.3,1,4386950261629571,44107098.742024094,1.1920930376163597e-7,0.7015182971954346
1500,128,0.3,0,43997962941231683,3561381.3254502625,1.1920930376163597e-7,1.214504408153516e-7
750,64,0.01,0,44054449453193256,56977121.20779786,1.1920930376163597e-7,0.69957035779953
1250,16,0.3,6,44174420904591927,147.5450893601964,1.1920930376163597e-7,1.5305347744742903e-7
1250,128,1,1,44537951255927566,4415706.8684854135,1.1959076573475613e-7,0.00010852330888155848
750,64,0.01,1,44615531075408654,52314105.76367262,1.1920930376163597e-7,0.7018738389015198
1250,258,0.3,4,4476867886814928,16974175.976520542,1.1920930376163597e-7,1.2452603925794392e-7
1500,258,0.03,5,4477794629052214,7960874.5509898,1.1920930376163597e-7,0.000003822982762358151
1750,258,0.3,1,4480294211150567,2150291,1.1920928955078125e-7,1.214504408153516e-7
1750,32,1,2,44870197122176114,1.9888902575068557,0.07705040276050568,0.12063250690698624
1000,32,0.03,5,4494368994246931,15389443.165435413,1.1920930376163597e-7,0.00006704959378112108
1500,32,0.3,5,4508330582694944,211.20490681327053,1.1920930376163597e-7,1.70505060737014e-7
1000,32,1,0,4523553828055221,3.9668844437134085,0.13017983734607697,0.44827136397361755
1000,32,1,6,4526591735443567,4.129680704245662,0.12036659568548203,0.4658215343952179
1000,128,0.3,0,45353915852745164,31597450.233290408,1.1920930376163597e-7,1.2969972829068865e-7
1250,32,0.3,4,4536293532477934,1068.0220375163963,1.1920930376163597e-7,2.4276977228510077e-7
1000,16,0.1,1,4554065913100136,70585.26924714699,1.1920930376163597e-7,1.1920930376163597e-7
1250,258,0.03,4,4563192660043883,27458772.726659212,1.1920930376163597e-7,0.0006157532334327698
1000,258,0.03,0,45637132368577216,19632117.6596692,1.1920930376163597e-7,0.00015460833674296737
750,64,0.3,5,4589055440266723,47523934.334705554,1.1920930376163597e-7,0.00030379847157746553
1500,64,0.1,0,46105784425049623,3202324.3682531873,1.1920930376163597e-7,1.1920930376163597e-7
1500,128,0.01,8,46302342806163543,7807837.56923323,1.1920930376163597e-7,0.30984729528427124
1750,128,0.3,2,4633733222179931,1669357.5,1.1920928955078125e-7,1.2278559324840899e-7
750,258,0.1,7,46585507996287245,43735906.78627362,1.1920930376163597e-7,1.3359786521505157e-7
1250,258,0.3,7,46848153053344366,11671481.60865097,1.1920930376163597e-7,1.2109281044558884e-7
1750,16,0.3,3,4688014052942455,1.676317402061901,1.1920928955078125e-7,1.1934044152894785e-7
1500,32,1,3,46965121796179277,2.281158333977117,0.10274634510278702,0.1623689830303192
1250,16,0.01,3,4747548714113232,29716.221146746666,1.1920930376163597e-7,7.90646822679264e-7
750,128,0.3,8,4756255395531719,45794710.54084509,1.1920930376163597e-7,2.1357540447297652e-7
1000,16,0.03,6,4780877762560024,5042.757211356496,1.1920930376163597e-7,1.198291954551678e-7
750,16,0.03,5,4788266270749728,38626047.395416334,1.1920930376163597e-7,0.30730292201042175
1250,128,0.1,7,4801495421855496,30515758.362238124,1.1920930376163597e-7,1.1920930376163597e-7
1750,16,0.03,7,4804834618788182,24165.216796875,1.1920928955078125e-7,1.1920930376163597e-7
750,16,0.1,1,4805870092194192,45782290.54232567,1.1920930376163597e-7,0.0019024357898160815
1250,64,1,7,48065703214018485,2.2140465542386196,0.14192672073841095,0.29546982049942017
1000,32,0.03,4,48162907056728166,2140874.296109388,1.1920930376163597e-7,2.208233809142257e-7
1750,16,0.01,5,4818623753601823,8322.697265625,1.1920928955078125e-7,1.7896942949846562e-7
1500,16,0.3,4,4833695305393102,2.9698804100661262,1.193285186218418e-7,1.241803317952872e-7
1000,64,0.3,2,4849448132993419,33535724.002230167,1.1920930376163597e-7,1.5654565288514277e-7
1000,32,0.1,8,4876766245006562,28343814.621153995,1.1920930376163597e-7,1.2401343951751187e-7
1500,64,1,3,4878174549927494,9.737622796054586,0.0066305832006037235,0.02558079920709133
1500,128,0.3,2,4881795683288891,5050248.397963476,1.1920930376163597e-7,1.2564660778480174e-7
1250,16,0.1,0,48865260664403576,25762.788591901928,1.1920930376163597e-7,1.1920930376163597e-7
1000,64,0.1,1,48909955216147194,30121756.40920682,1.1920930376163597e-7,1.1944773348204762e-7
1750,258,1,2,4902945313318413,539780.3309997397,1.1920928955078125e-7,5.101691158415633e-7
1750,258,0.1,5,49058243631944853,2619251,1.1920928955078125e-7,1.1920930376163597e-7
750,16,0.3,0,4938399732092168,571.6211739894552,0.004239380359649658,0.6952720284461975
1000,32,0.1,3,49428711413971527,28164228.64256231,1.1920930376163597e-7,1.1920930376163597e-7
750,16,0.01,3,4947360246075553,59486600.908644564,1.1920930376163597e-7,0.7022373080253601
750,16,0.3,4,4957000747021161,1818.3557585572041,0.0021887177135795355,0.7057520151138306
1000,128,0.03,3,4967936139578626,41793663.017807126,1.1920930376163597e-7,0.03425448387861252
1250,16,1,0,49688882211111207,1.7836810541999912,0.2473573386669159,0.3500690460205078
1000,16,0.01,5,49696704029480554,2064604.8758909155,1.1920930376163597e-7,0.0015015053795650601
750,128,0.01,6,49728230718878297,57092433.1940516,1.1920930376163597e-7,0.7014111280441284
1750,128,0.03,4,4975566189035747,1671648.625,1.1920928955078125e-7,3.0610621593041287e-7
1000,16,0.3,4,4986500064755872,14.902847358008122,5.26249664289935e-7,0.0000022679762423649663
1500,64,0.01,0,49938749217196254,9694105.84437253,1.1920930376163597e-7,0.31306108832359314
1250,128,0.03,8,49972699219252625,23904735.150333505,1.1920930376163597e-7,0.00021207482495810837
1500,16,0.01,0,5000981812429359,117.85538603599238,1.1920930376163597e-7,1.936682281211688e-7
1750,32,0.1,5,5004299838668687,8157.8134765625,1.1920928955078125e-7,1.1920930376163597e-7
1750,128,0.3,0,5008478802234756,2148426,1.1920928955078125e-7,1.238107927292731e-7
1250,128,0.01,5,5011151369608384,15097231.200269794,1.1920930376163597e-7,0.7054393291473389
1500,64,1,7,5012590982925855,2.115283516761761,0.058141179382801056,0.06448502838611603
1250,16,0.1,8,501306582237584,4616.566007268743,1.1920930376163597e-7,1.1920930376163597e-7
750,32,0.3,3,5015569007289167,40384871.1857482,1.1920930376163597e-7,0.7047621011734009
1250,128,0.01,8,5028750432891574,21408387.447921343,1.1920930376163597e-7,0.7010671496391296
750,16,0.1,7,5029606582547534,484397.38543402904,1.1920930376163597e-7,1.1920930376163597e-7
1250,128,1,2,5041779107721422,3168928.6729584085,1.1930465859677497e-7,0.000053967210988048464
1000,64,0.01,1,5044899771942132,49203098.13453363,1.1920930376163597e-7,0.7006585597991943
1000,128,0.1,8,5060786134729818,31589150.234279845,1.1920930376163597e-7,1.1929274990052363e-7
1250,16,1,6,5062559063519786,1.9365730651521142,0.3212687373161316,0.5990198850631714
1750,258,1,0,5080712390520508,75432.09312921388,1.1920928955078125e-7,2.3146881744651182e-7
1250,32,0.03,7,5084204492506397,26732748.813208006,1.1920930376163597e-7,0.00019717117538675666
750,32,1,2,5085390169184166,11.44907428017604,0.10660894960165024,0.7001453638076782
1750,258,0.3,8,5100132791641985,792687.9375,1.1920928955078125e-7,1.2280942485176638e-7
1250,64,0.3,0,5132026625911891,20278691.582591582,1.1920930376163597e-7,1.395940927295669e-7
1000,258,1,0,5145395888853893,7830858.617381448,1.1920930376163597e-7,0.0014710350660607219
1750,64,1,2,5151883432850876,5.5184069897457695,0.003587523242458701,0.009567203931510448
1250,258,1,3,5166976099679111,11246615.71745545,1.1920930376163597e-7,0.003675248706713319
750,32,1,4,5170274444155605,5.398611516694449,0.15531709790229797,0.7056107521057129
1000,64,0.1,5,5172875856230675,37118175.57516866,1.1920930376163597e-7,1.1993648740826757e-7
1000,128,0.03,1,5174647698515444,43229018.84669937,1.1920930376163597e-7,0.03388574719429016
1250,32,0.1,2,5177818921788054,2506765.3209571126,1.1920930376163597e-7,1.1920930376163597e-7
1250,64,0.03,1,5199589647028642,27868806.677779354,1.1920930376163597e-7,0.00003670539808808826
1000,258,0.3,2,5219211467173126,32967752.0699377,1.1920930376163597e-7,1.3359786521505157e-7
1250,258,0.01,0,5228708099780219,8376568.00143528,1.1920930376163597e-7,0.3911418914794922
1750,32,0.03,4,524673668258662,48545.453125,1.1920928955078125e-7,1.192808412042723e-7
1000,32,1,3,5269800012905783,5.593947869283214,0.10765431821346283,0.5833519101142883
1000,64,0.1,3,5276320082453304,32662338.10634588,1.1920930376163597e-7,1.1920930376163597e-7
1500,32,1,6,5283800726411125,2.645466449627231,0.050957873463630676,0.05997481569647789
1000,258,0.3,1,5290740652430722,31189586.281911578,1.1920930376163597e-7,1.306653274468772e-7
